城市,年份,文本内容,economic_growth_goal
上海市,2016,"         
	上海市市长杨雄
　　完善人口综合调控体制。加强综合协调、综合研究和政策综合配套，坚持重心下移、条块结合、以块为主，依托社区，建立属地化的人口长效管理机制。不断完善人口与计划生育公共服务体系。稳步推进妇女儿童发展实事项目的实施，切实保障妇女儿童的合法权益。
　　（九）坚持实行分类指导、差别政策，促进区县协调发展
　　进一步完善“两级政府、三级管理”体制，根据各区县不同的功能定位和实际情况，实行分类指导、差别政策，全面提高区县发展水平。
　　强化中心城区的综合服务功能。完善城区功能设施，提高管理水平，改善发展环境。大力发展现代服务业，积极发展高质量的文化娱乐和生活服务业。加强产业发展导向，按照“一业特强，多业并举”的要求，加快发展特色经济与优势产业。
　　以推进“三个集中”为重点，加快郊区发展。突出重点、积极有序地推进郊区城镇建设，加快建设试点城镇，合理归并农村自然村落和居民点，促进人口向重点新城和小城镇集中。加大郊区工业园区整合力度，积极推进工业向产业基地和重点园区集聚，使郊区成为上海经济发展的重要增长极。加强小城镇和工业园区环境基础设施建设，严格实施环境保护“三同时”制度。重视做好“三农”工作。继续推进农业结构战略性调整，加强基本农田保护，保持粮食生产稳定。提高农业的组织化程度，积极发展农业产业化龙头企业，大力推进农业向规模经营集中。维护农民合法权益，促进农民非农就业，逐步实现城乡居民收入同步增长。
　　积极实施财税体制改革，进一步促进区县经济合理布局、协调发展。在中央对上海实行的财税管理体制基本稳定的前提下，合理调整市与区县地方财政收入的分配关系。探索建立“税收属地征管、地方税收分享”的财税体制改革目标模式，在浦东新区率先实行试点；在崇明实行地方税收全留，并加大对崇明的转移支付力度，支持崇明建设生态岛；对中心城九个区特定服务性行业和郊区市级工业园区，实行市级税收增量全留区级，并通过转移支付对财力较为薄弱的区县，实施部分公共支出项目最低财力保障和专项财力补助，加快建设公共财政框架，为全面实施财税管理体制的目标模式奠定基础。
　　坚持管理重心下移，完善城市管理体制和机制。在加强综合调控的基础上，充分发挥区县在经济发展、城市管理、环境治理、社区服务等方面的积极作用。进一步明确第三级管理机构的职责，增强街道、乡镇的公共服务职能。积极探索网格化管理的新模式，加快资源整合，逐步形成条块结合、以块为主的城市管理新格局。
　　（十）加强依法行政和政府自身建设，切实转变政府职能
　　以实施《中华人民共和国行政许可法》为契机，进一步转变政府职能，加强依法行政，推进政府管理方式、管理制度和管理方法创新，不断提高政府的服务水平，努力建设一个忧民所忧、乐民所乐的服务政府，廉洁勤政、务实高效的责任政府，依法行政、公正严明的法治政府。
　　继续推进政府职能转变，切实将政府职能转到经济调节、市场监管、社会管理和公共服务为主上来。要进一步转变政府调节经济的方式，加强统筹规划，主要运用经济手段和法律手段管理经济。要加强市场监管职能，切实做到为市场主体服务，创造良好的发展环境。要更加注重政府的社会管理职能，完善社会管理体制，加强社会事务管理，维护社会公正。要更加注重政府的公共服务职能，加强公共设施建设，健全公共服务系统。继续加强公共财政建设，逐步加大财政对落实科教兴市战略、发展社会事业和完善社会保障体系等方面的投入。继续深化机构改革，合理设置内部机构，优化人员结构。
　　大力推进依法行政。依法行政的水平和能力，是衡量政府工作的重要标准。各级政府要进一步强化法治观念，严格按照法定权限和程序行使权力、履行职责，做到依法办事、依法决策、依法处理问题，既不失职，又不越权，把政府各项行政行为纳入法制化的轨道。按照《行政许可法》的要求，深入推进行政审批制度改革，清理现有的行政审批事项和有关行政许可规定，实施施工图审查改革等一批重点审改项目，依法规范行政行为。进一步改革和理顺行政执法体制，扩大相对集中行政处罚权的范围，推进城市管理领域的综合执法。深入推进政务公开，实施市政府信息公开制度，完善新闻发言人制度，进一步增强行政透明度。
　　推进政府决策的科学化、民主化，规范决策程序。要充分利用社会智力资源，建立健全领导、专家、群众相结合的科学民主决策机制，完善重大问题集体决策制度和决策责任制，不断优化政府重大决策的规则和程序。建立健全决策信息反馈和决策后评估机制，为决策的不断完善和优化提供客观依据。实行定期向市人大常委会通报重要工作情况的制度，自觉接受市人大及其常委会的监督，重视人民政协的民主监督和参政议政作用，充分发挥工会、共青团、妇联等人民团体的桥梁和纽带作用。做好民族、宗教、侨务和对台工作。
